Flickr Order,Ensemble,project_sample_id,image_id,Total Individuals,G1 Elateridae,G2 Cerambycidae,G3 Curculionidae,G4 Scarabaeidae,G5 Lampyridae,Habitat,PlotID,Locality,Longitude,Latitude,Elevation,Date,Month,PlotID #,Unique Plot*Month,PlotXMonth ID,,,,,,image_id,habitat,plotid,locality,longitude,latitude,elevation,collection_date,,,
677,3,Huat_NHMUK015580257-07,Huat_NHMUK015580257-07_thumbnail,39,2,0,0,7,14,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580254-03_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-03-13,,,
678,3,Huat_NHMUK015580257-13,Huat_NHMUK015580257-13_thumbnail,13,0,0,0,13,0,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580254-02_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-03-13,,,
679,3,Huat_NHMUK015580257-12,Huat_NHMUK015580257-12_thumbnail,13,0,0,5,4,0,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580254-01_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-03-13,,,
680,3,Huat_NHMUK015580257-11,Huat_NHMUK015580257-11_thumbnail,15,0,0,3,6,0,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580253-08_thumbnail,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,,,
681,3,Huat_NHMUK015580257-10,Huat_NHMUK015580257-10_thumbnail,35,0,0,2,30,0,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580253-07_thumbnail,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,,,
682,3,Huat_NHMUK015580257-09,Huat_NHMUK015580257-09_thumbnail,18,0,0,0,6,7,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580253-06_thumbnail,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,,,
683,3,Huat_NHMUK015580257-08,Huat_NHMUK015580257-08_thumbnail,55,1,0,0,15,25,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580253-05_thumbnail,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,,,
692,3,Huat_NHMUK015580257-14,Huat_NHMUK015580257-14_thumbnail,18,1,0,3,3,12,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580253-04_thumbnail,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,,,
693,3,Huat_NHMUK015580257-18,Huat_NHMUK015580257-18_thumbnail,36,5,0,3,24,0,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580253-03_thumbnail,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,,,
694,3,Huat_NHMUK015580257-17,Huat_NHMUK015580257-17_thumbnail,57,3,0,5,32,1,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580253-02_thumbnail,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,,,
695,3,Huat_NHMUK015580257-16,Huat_NHMUK015580257-16_thumbnail,65,2,0,1,16,21,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580253-01_thumbnail,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,,,
696,3,Huat_NHMUK015580257-15,Huat_NHMUK015580257-15_thumbnail,44,1,0,0,3,28,Highly disturbed tropical dry forest,Huat04,Cacaluta4,-96.163486,15.728169,10,2022-06-30,6,4,74,24,,,,,,Huat_NHMUK015580252-08_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-02-12,,,
581,3,Huat_NHMUK015580229-01,huat_nhmuk015580229-01_thumbnail,3,0,0,0,3,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-07-01,7,6,90,35,,,,,,Huat_NHMUK015580252-07_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-02-12,,,
582,3,Huat_NHMUK015580229-02,huat_nhmuk015580229-02_thumbnail,10,0,0,0,0,10,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-07-01,7,6,90,35,,,,,,Huat_NHMUK015580252-06_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-02-12,,,
583,3,Huat_NHMUK015580229-03,huat_nhmuk015580229-03_thumbnail,1,0,1,0,0,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-07-01,7,6,90,35,,,,,,Huat_NHMUK015580252-05_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-02-12,,,
584,3,Huat_NHMUK015580229-04,huat_nhmuk015580229-04_thumbnail,4,2,1,0,1,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-07-01,7,6,90,35,,,,,,Huat_NHMUK015580252-04_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-02-12,,,
585,3,Huat_NHMUK015580229-05,huat_nhmuk015580229-05_thumbnail,10,1,0,0,1,7,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-07-01,7,6,90,35,,,,,,Huat_NHMUK015580252-03_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-02-12,,,
586,3,Huat_NHMUK015580229-06,huat_nhmuk015580229-06_thumbnail,6,0,2,0,0,1,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-07-01,7,6,90,35,,,,,,Huat_NHMUK015580252-02_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-02-12,,,
660,3,Huat_NHMUK015580229-07,Huat_NHMUK015580229-07_thumbnail,40,4,3,5,0,2,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-07-01,7,6,90,35,,,,,,Huat_NHMUK015580252-01_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-02-12,,,
661,3,Huat_NHMUK015580229-08,Huat_NHMUK015580229-08_thumbnail,89,2,0,3,7,3,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-07-01,7,6,90,35,,,,,,huat_nhmuk015580251-06_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-03-13,,,
662,3,Huat_NHMUK015580229-09,Huat_NHMUK015580229-09_thumbnail,85,1,0,5,0,0,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-07-01,7,6,90,35,,,,,,Huat_NHMUK015580251-05_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-03-13,,,
41,1,MEX_2022_04_03,MEX_2022_04_03_thumbnail,16,2,2,1,4,3,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-07-01,7,8,92,36,,,,,,Huat_NHMUK015580251-04_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-03-13,,,
42,1,MEX_2022_04_02,MEX_2022_04_02_thumbnail,34,2,2,1,1,1,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-07-01,7,8,92,36,,,,,,Huat_NHMUK015580251-03_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-03-13,,,
43,1,MEX_2022_04_01,MEX_2022_04_01_thumbnail,22,1,0,0,0,0,Moderately disturbed tropical dry forest,Huat08,Cacaluta8,-96.168297,15.728258,30,2022-07-01,7,8,92,36,,,,,,Huat_NHMUK015580251-02_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-03-13,,,
150,2,Huat_NHMUK015578745-05,Huat10 12-07-22 e_thumbnail,26,0,1,3,0,3,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,7,10,94,37,,,,,,Huat_NHMUK015580251-01_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-03-13,,,
151,2,Huat_NHMUK015578745-06,Huat10 12-07-22 f_thumbnail,15,0,0,1,0,1,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,7,10,94,37,,,,,,Huat_NHMUK015580250-08_thumbnail,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,,,
152,2,Huat_NHMUK015578745-07,Huat10 12-07-22 g_thumbnail,10,1,1,2,0,1,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,7,10,94,37,,,,,,Huat_NHMUK015580250-07_thumbnail,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,,,
153,2,Huat_NHMUK015578745-08,Huat10 12-07-22 h_thumbnail,18,0,0,5,1,0,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,7,10,94,37,,,,,,Huat_NHMUK015580250-06_thumbnail,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,,,
154,2,Huat_NHMUK015578745-04,Huat10 12-07-22 d_thumbnail,23,0,0,1,1,1,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,7,10,94,37,,,,,,Huat_NHMUK015580250-05_thumbnail,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,,,
155,2,Huat_NHMUK015578745-03,Huat10 12-07-22 c_thumbnail,13,0,0,4,1,0,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,7,10,94,37,,,,,,Huat_NHMUK015580250-04_thumbnail,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,,,
157,2,Huat_NHMUK015578745-02,Huat10 12-07-22 b_thumbnail,12,3,3,0,2,5,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,7,10,94,37,,,,,,Huat_NHMUK015580250-03_thumbnail,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,,,
162,2,Huat_NHMUK015578745-01,Huat10 12-07-22 a_thumbnail,29,6,3,1,0,9,Preserved tropical dry forest,Huat10,HNP 1,-96.192903,15.770328,N/A,2022-07-12,7,10,94,37,,,,,,Huat_NHMUK015580250-02_thumbnail,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,,,
1,1,MEX_2022_19_02,MEX_2022_1902_thumbnail,21,2,8,0,0,4,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-07-12,7,12,96,38,,,,,,Huat_NHMUK015580250-01_thumbnail,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,,,
2,1,MEX_2022_19_03,MEX_2022_1903_thumbnail,61,3,1,4,3,0,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-07-12,7,12,96,38,,,,,,huat_nhmuk015580249-05_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-08-13,,,
58,1,MEX_2022_30_02,MEX2022_30_02_thumbnail,155,12,1,3,0,1,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-07-12,7,12,96,38,,,,,,huat_nhmuk015580249-04_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-08-13,,,
59,1,MEX_2022_30_01,MEX2022_30_01_thumbnail,75,2,0,5,3,0,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-07-12,7,12,96,38,,,,,,Huat_NHMUK015580249-03_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-08-13,,,
18,1,MEX_2022_20,MEX_2022_20_thumbnail,6,0,3,0,1,0,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,2022-07-12,7,13,97,39,,,,,,Huat_NHMUK015580249-02_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-08-13,,,
48,1,MEX_2022_02_01,MEX_2022_02_01_thumbnail,35,3,10,2,3,4,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,2022-07-12,7,13,97,39,,,,,,Huat_NHMUK015580249-01_thumbnail,Preserved tropical dry forest,Huat11,HNP 2,-96.195547,15.769442,N/A,2022-08-13,,,
72,1,MEX_2022_24,MEX2022_24_thumbnail,90,10,1,2,1,1,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,2022-07-12,7,13,97,39,,,,,,huat_nhmuk015580248-16 (b)_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
82,1,MEX_2022_02_02,MEX_2022_02_02_thumbnail,5,0,0,0,0,1,Preserved tropical dry forest,Huat13,HNP 4,-96.203078,15.766389,N/A,2022-07-12,7,13,97,39,,,,,,Huat_NHMUK015580248-15 (B)_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
285,2,Huat_NHMUK015580253-05,Huat_NHMUK015580253-05_thumbnail,16,1,0,0,1,0,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,7,14,98,40,,,,,,Huat_NHMUK015580248-14 (B)_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
286,2,Huat_NHMUK015580253-06,Huat_NHMUK015580253-06_thumbnail,19,1,0,0,0,3,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,7,14,98,40,,,,,,Huat_NHMUK015580248-13 (B)_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
287,2,Huat_NHMUK015580253-07,Huat_NHMUK015580253-07_thumbnail,22,1,0,0,1,0,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,7,14,98,40,,,,,,Huat_NHMUK015580248-12 (B)_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
288,2,Huat_NHMUK015580253-03,Huat_NHMUK015580253-03_thumbnail,11,1,1,0,0,2,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,7,14,98,40,,,,,,Huat_NHMUK015580248-11 (B)_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
289,2,Huat_NHMUK015580253-02,Huat_NHMUK015580253-02_thumbnail,17,4,1,0,1,6,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,7,14,98,40,,,,,,Huat_NHMUK015580248-10 (B)_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
290,2,Huat_NHMUK015580253-04,Huat_NHMUK015580253-04_thumbnail,8,0,0,0,1,1,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,7,14,98,40,,,,,,Huat_NHMUK015580248-09 (B)_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
291,2,Huat_NHMUK015580253-01,Huat_NHMUK015580253-01_thumbnail,5,0,0,0,2,1,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,7,14,98,40,,,,,,huat_nhmuk015580248-08_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
301,2,Huat_NHMUK015580253-08,Huat_NHMUK015580253-08_thumbnail,2,0,0,0,0,0,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-12,7,14,98,40,,,,,,Huat_NHMUK015580248-07_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
49,1,MEX_2022_01_03,MEX_2022_01_03_thumbnail,106,1,0,1,40,0,Deciduous forest,N/A,N/A,-96.3074,15.8079,N/A,2022-07-12,7,N/A,#VALUE!,#VALUE!,,,,,,Huat_NHMUK015580248-06_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
50,1,MEX_2022_01_02,MEX_2022_01_02_thumbnail,25,1,0,1,6,0,Deciduous forest,N/A,N/A,-96.3074,15.8079,N/A,2022-07-12,7,N/A,#VALUE!,#VALUE!,,,,,,Huat_NHMUK015580248-05_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
51,1,MEX_2022_01_01,MEX_2022_01_01_thumbnail,13,0,0,0,2,0,Deciduous forest,N/A,N/A,-96.3074,15.8079,N/A,2022-07-12,7,N/A,#VALUE!,#VALUE!,,,,,,Huat_NHMUK015580248-04_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
83,1,MEX_2022_01_05,MEX_2022_01_05_thumbnail,23,0,0,0,0,0,Deciduous forest,N/A,N/A,-96.3074,15.8079,N/A,2022-07-12,7,N/A,#VALUE!,#VALUE!,,,,,,Huat_NHMUK015580248-03_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
84,1,MEX_2022_01_04,MEX_2022_01_04_thumbnail,60,0,0,0,0,0,Deciduous forest,N/A,N/A,-96.3074,15.8079,N/A,2022-07-12,7,N/A,#VALUE!,#VALUE!,,,,,,huat_nhmuk015580248-02_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
21,1,MEX_2022_12,MEX_2022_12_thumbnail,15,1,8,0,3,2,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-07-25,7,12,96,38,,,,,,huat_nhmuk015580248-01_thumbnail,Moderately disturbed tropical dry forest,Huat09,Cacaluta9,-96.168139,15.728939,N/A,2022-08-03,,,
60,1,MEX_2022_29_03,MEX2022_29_03_thumbnail,28,0,0,5,0,0,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-07-25,7,12,96,38,,,,,,Huat_NHMUK015580247-10_thumbnail,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-20,,,
61,1,MEX_2022_29_02,MEX2022_29_02_thumbnail,12,0,0,1,1,0,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-07-25,7,12,96,38,,,,,,Huat_NHMUK015580247-09_thumbnail,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-20,,,
20,1,MEX_2022_15a,MEX_2022_15a_thumbnail,9,2,1,0,1,4,Preserved tropical dry forest,Huat14,HNP 5,-96.203467,15.769125,N/A,2022-07-25,7,14,98,40,,,,,,Huat_NHMUK015580247-08_thumbnail,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-20,,,
596,3,Huat_NHMUK015580235-01,huat_nhmuk015580235-01_thumbnail,8,5,0,0,0,0,Highly disturbed tropical dry forest,Huat01,Cacaluta1,-96.163506,15.729558,18,2022-08-02,8,1,99,41,,,,,,Huat_NHMUK015580247-07_thumbnail,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-20,,,
597,3,Huat_NHMUK015580235-02,huat_nhmuk015580235-02_thumbnail,12,0,0,0,3,0,Highly disturbed tropical dry forest,Huat01,Cacaluta1,-96.163506,15.729558,18,2022-08-02,8,1,99,41,,,,,,Huat_NHMUK015580247-06_thumbnail,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-20,,,
598,3,Huat_NHMUK015580235-03,huat_nhmuk015580235-03_thumbnail,14,0,0,0,14,0,Highly disturbed tropical dry forest,Huat01,Cacaluta1,-96.163506,15.729558,18,2022-08-02,8,1,99,41,,,,,,Huat_NHMUK015580247-05_thumbnail,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-20,,,
599,3,Huat_NHMUK015580235-04,huat_nhmuk015580235-04_thumbnail,16,1,0,3,3,0,Highly disturbed tropical dry forest,Huat01,Cacaluta1,-96.163506,15.729558,18,2022-08-02,8,1,99,41,,,,,,Huat_NHMUK015580247-04_thumbnail,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-20,,,
600,3,Huat_NHMUK015580235-05,huat_nhmuk015580235-05_thumbnail,16,1,0,1,4,0,Highly disturbed tropical dry forest,Huat01,Cacaluta1,-96.163506,15.729558,18,2022-08-02,8,1,99,41,,,,,,Huat_NHMUK015580247-03_thumbnail,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-20,,,
601,3,Huat_NHMUK015580235-06,huat_nhmuk015580235-06_thumbnail,3,0,0,0,0,0,Highly disturbed tropical dry forest,Huat01,Cacaluta1,-96.163506,15.729558,18,2022-08-02,8,1,99,41,,,,,,Huat_NHMUK015580247-02_thumbnail,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-20,,,
602,3,Huat_NHMUK015580235-07,huat_nhmuk015580235-07_thumbnail,9,1,0,0,1,0,Highly disturbed tropical dry forest,Huat01,Cacaluta1,-96.163506,15.729558,18,2022-08-02,8,1,99,41,,,,,,huat_nhmuk015580247-01_thumbnail,Moderately disturbed tropical dry forest,Huat05,Cacaluta5,-96.165000,15.727411,10,2022-06-20,,,
603,3,Huat_NHMUK015580235-08,huat_nhmuk015580235-08_thumbnail,6,1,0,1,0,1,Highly disturbed tropical dry forest,Huat01,Cacaluta1,-96.163506,15.729558,18,2022-08-02,8,1,99,41,,,,,,Huat_NHMUK015580246-07_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-04-11,,,
604,3,Huat_NHMUK015580235-09,huat_nhmuk015580235-09_thumbnail,4,0,2,0,0,0,Highly disturbed tropical dry forest,Huat01,Cacaluta1,-96.163506,15.729558,18,2022-08-02,8,1,99,41,,,,,,Huat_NHMUK015580246-06_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-04-11,,,
333,3,Huat_NHMUK015580224-02,huat_nhmuk015580224-02_thumbnail,15,10,0,1,1,0,Highly disturbed tropical dry forest,Huat02,Cacaluta2,-96.162197,15.730189,11,2022-08-02,8,2,100,42,,,,,,Huat_NHMUK015580246-05_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-04-11,,,
334,3,Huat_NHMUK015580224-03,huat_nhmuk015580224-03_thumbnail,10,0,0,0,0,0,Highly disturbed tropical dry forest,Huat02,Cacaluta2,-96.162197,15.730189,11,2022-08-02,8,2,100,42,,,,,,Huat_NHMUK015580246-04_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-04-11,,,
335,3,Huat_NHMUK015580224-04,huat_nhmuk015580224-04_thumbnail,6,2,0,0,0,0,Highly disturbed tropical dry forest,Huat02,Cacaluta2,-96.162197,15.730189,11,2022-08-02,8,2,100,42,,,,,,Huat_NHMUK015580246-03_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-04-11,,,
580,3,Huat_NHMUK015580224-01,huat_nhmuk015580224-01_thumbnail,4,1,0,0,1,2,Highly disturbed tropical dry forest,Huat02,Cacaluta2,-96.162197,15.730189,11,2022-08-02,8,2,100,42,,,,,,Huat_NHMUK015580246-02_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-04-11,,,
447,3,Huat_NHMUK015580250-01,Huat_NHMUK015580250-01_thumbnail,4,1,2,0,1,0,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,8,3,101,43,,,,,,huat_nhmuk015580246-01_thumbnail,Preserved tropical dry forest,Huat12,HNP 3,-96.191631,15.766819,N/A,2022-04-11,,,
448,3,Huat_NHMUK015580250-02,Huat_NHMUK015580250-02_thumbnail,6,0,0,0,1,0,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,8,3,101,43,,,,,,Huat_NHMUK015580245-08_thumbnail,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-08-03,,,
449,3,Huat_NHMUK015580250-03,Huat_NHMUK015580250-03_thumbnail,5,1,0,0,0,1,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,8,3,101,43,,,,,,Huat_NHMUK015580245-07_thumbnail,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-08-03,,,
450,3,Huat_NHMUK015580250-04,Huat_NHMUK015580250-04_thumbnail,11,0,0,3,1,0,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,8,3,101,43,,,,,,Huat_NHMUK015580245-06_thumbnail,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-08-03,,,
451,3,Huat_NHMUK015580250-05,Huat_NHMUK015580250-05_thumbnail,15,0,0,7,0,0,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,8,3,101,43,,,,,,Huat_NHMUK015580245-05_thumbnail,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-08-03,,,
452,3,Huat_NHMUK015580250-07,Huat_NHMUK015580250-07_thumbnail,6,1,0,1,0,0,Highly disturbed tropical dry forest,Huat03,Cacaluta3,-96.162669,15.730978,10,2022-08-02,8,3,101,43,,,,,,Huat_NHMUK015580245-04_thumbnail,Highly disturbed tropical dry forest,Huat06,Cacaluta6,-96.163228,15.728964,17,2022-08-03,,,
